village_id,year,month,depth_m,change_from_prev_year_m,quality,data_source
JNG001,2023,6,17.0,0.35,good,estimated
JNG001,2023,7,15.4,0.35,good,estimated
JNG001,2023,8,15.4,0.35,good,estimated
JNG001,2023,9,14.0,0.35,good,estimated
JNG001,2023,10,14.0,0.35,good,estimated
JNG001,2023,11,14.0,0.35,good,estimated
JNG001,2023,12,15.4,0.35,good,estimated
JNG001,2024,1,15.75,0.35,good,estimated
JNG001,2024,2,15.75,0.35,good,estimated
JNG001,2024,3,15.75,0.35,good,estimated
JNG001,2024,4,17.35,0.35,good,estimated
JNG001,2024,5,17.35,0.35,good,estimated
JNG001,2024,6,17.35,0.35,good,estimated
JNG001,2024,7,15.75,0.35,good,estimated
JNG001,2024,8,15.75,0.35,good,estimated
JNG001,2024,9,14.35,0.35,good,estimated
JNG001,2024,10,14.35,0.35,good,estimated
JNG001,2024,11,14.35,0.35,good,estimated
JNG001,2024,12,15.75,0.35,good,estimated
JNG002,2019,1,15.4,0.0,good,estimated
JNG002,2019,2,15.4,0.0,good,estimated
JNG002,2019,3,15.4,0.0,good,estimated
JNG002,2019,4,17.0,0.0,good,estimated
JNG002,2019,5,17.0,0.0,good,estimated
JNG002,2019,6,17.0,0.0,good,estimated
JNG002,2019,7,15.4,0.0,good,estimated
JNG002,2019,8,15.4,0.0,good,estimated
JNG002,2019,9,14.0,0.0,good,estimated
JNG002,2019,10,14.0,0.0,good,estimated
JNG002,2019,11,14.0,0.0,good,estimated
JNG002,2019,12,15.4,0.0,good,estimated
JNG002,2020,1,15.75,0.35,good,estimated
JNG002,2020,2,15.75,0.35,good,estimated
JNG002,2020,3,15.75,0.35,good,estimated
JNG002,2020,4,17.35,0.35,good,estimated
JNG002,2020,5,17.35,0.35,good,estimated
JNG002,2020,6,17.35,0.35,good,estimated
JNG002,2020,7,15.75,0.35,good,estimated
JNG002,2020,8,15.75,0.35,good,estimated
JNG002,2020,9,14.35,0.35,good,estimated
JNG002,2020,10,14.35,0.35,good,estimated
JNG002,2020,11,14.35,0.35,good,estimated
JNG002,2020,12,15.75,0.35,good,estimated
JNG002,2021,1,16.1,0.35,good,estimated
JNG002,2021,2,16.1,0.35,good,estimated
JNG002,2021,3,16.1,0.35,good,estimated
JNG002,2021,4,17.7,0.35,good,estimated
JNG002,2021,5,17.7,0.35,good,estimated
JNG002,2021,6,17.7,0.35,good,estimated
JNG002,2021,7,16.1,0.35,good,estimated
JNG002,2021,8,16.1,0.35,good,estimated
JNG002,2021,9,14.7,0.35,good,estimated
JNG002,2021,10,14.7,0.35,good,estimated
JNG002,2021,11,14.7,0.35,good,estimated
JNG002,2021,12,16.1,0.35,good,estimated
JNG002,2022,1,16.45,0.35,good,estimated
JNG002,2022,2,16.45,0.35,good,estimated
JNG002,2022,3,16.45,0.35,good,estimated
JNG002,2022,4,18.05,0.35,moderate,estimated
JNG002,2022,5,18.05,0.35,moderate,estimated
JNG002,2022,6,18.05,0.35,moderate,estimated
JNG002,2022,7,16.45,0.35,good,estimated
JNG002,2022,8,16.45,0.35,good,estimated
JNG002,2022,9,15.05,0.35,good,estimated
JNG002,2022,10,15.05,0.35,good,estimated
JNG002,2022,11,15.05,0.35,good,estimated
JNG002,2022,12,16.45,0.35,good,estimated
JNG002,2023,1,16.8,0.35,good,estimated
JNG002,2023,2,16.8,0.35,good,estimated
JNG002,2023,3,16.8,0.35,good,estimated
JNG002,2023,4,18.4,0.35,moderate,estimated
JNG002,2023,5,18.4,0.35,moderate,estimated
JNG002,2023,6,18.4,0.35,moderate,estimated
JNG002,2023,7,16.8,0.35,good,estimated
JNG002,2023,8,16.8,0.35,good,estimated
JNG002,2023,9,15.4,0.35,good,estimated
JNG002,2023,10,15.4,0.35,good,estimated
JNG002,2023,11,15.4,0.35,good,estimated
JNG002,2023,12,16.8,0.35,good,estimated
JNG002,2024,1,17.15,0.35,good,estimated
JNG002,2024,2,17.15,0.35,good,estimated
JNG002,2024,3,17.15,0.35,good,estimated
JNG002,2024,4,18.75,0.35,moderate,estimated
JNG002,2024,5,18.75,0.35,moderate,estimated
JNG002,2024,6,18.75,0.35,moderate,estimated
JNG002,2024,7,17.15,0.35,good,estimated
JNG002,2024,8,17.15,0.35,good,estimated
JNG002,2024,9,15.75,0.35,good,estimated
JNG002,2024,10,15.75,0.35,good,estimated
JNG002,2024,11,15.75,0.35,good,estimated
JNG002,2024,12,17.15,0.35,good,estimated
JNG003,2019,1,12.6,0.0,good,estimated
JNG003,2019,2,12.6,0.0,good,estimated
JNG003,2019,3,12.6,0.0,good,estimated
JNG003,2019,4,14.2,0.0,good,estimated
JNG003,2019,5,14.2,0.0,good,estimated
JNG003,2019,6,14.2,0.0,good,estimated
JNG003,2019,7,12.6,0.0,good,estimated
JNG003,2019,8,12.6,0.0,good,estimated
JNG003,2019,9,11.2,0.0,good,estimated
JNG003,2019,10,11.2,0.0,good,estimated
JNG003,2019,11,11.2,0.0,good,estimated
JNG003,2019,12,12.6,0.0,good,estimated
JNG003,2020,1,12.95,0.35,good,estimated
JNG003,2020,2,12.95,0.35,good,estimated
JNG003,2020,3,12.95,0.35,good,estimated
JNG003,2020,4,14.55,0.35,good,estimated
JNG003,2020,5,14.55,0.35,good,estimated
JNG003,2020,6,14.55,0.35,good,estimated
JNG003,2020,7,12.95,0.35,good,estimated
JNG003,2020,8,12.95,0.35,good,estimated
JNG003,2020,9,11.55,0.35,good,estimated
JNG003,2020,10,11.55,0.35,good,estimated
JNG003,2020,11,11.55,0.35,good,estimated
JNG003,2020,12,12.95,0.35,good,estimated
JNG003,2021,1,13.3,0.35,good,estimated
JNG003,2021,2,13.3,0.35,good,estimated
JNG003,2021,3,13.3,0.35,good,estimated
JNG003,2021,4,14.9,0.35,good,estimated
JNG003,2021,5,14.9,0.35,good,estimated
JNG003,2021,6,14.9,0.35,good,estimated
JNG003,2021,7,13.3,0.35,good,estimated
JNG003,2021,8,13.3,0.35,good,estimated
JNG003,2021,9,11.9,0.35,good,estimated
JNG003,2021,10,11.9,0.35,good,estimated
JNG003,2021,11,11.9,0.35,good,estimated
JNG003,2021,12,13.3,0.35,good,estimated
JNG003,2022,1,13.65,0.35,good,estimated
JNG003,2022,2,13.65,0.35,good,estimated
JNG003,2022,3,13.65,0.35,good,estimated
JNG003,2022,4,15.25,0.35,good,estimated
JNG003,2022,5,15.25,0.35,good,estimated
JNG003,2022,6,15.25,0.35,good,estimated
JNG003,2022,7,13.65,0.35,good,estimated
JNG003,2022,8,13.65,0.35,good,estimated
JNG003,2022,9,12.25,0.35,good,estimated
JNG003,2022,10,12.25,0.35,good,estimated
JNG003,2022,11,12.25,0.35,good,estimated
JNG003,2022,12,13.65,0.35,good,estimated
JNG003,2023,1,14.0,0.35,good,estimated
JNG003,2023,2,14.0,0.35,good,estimated
JNG003,2023,3,14.0,0.35,good,estimated
JNG003,2023,4,15.6,0.35,good,estimated
JNG003,2023,5,15.6,0.35,good,estimated
JNG003,2023,6,15.6,0.35,good,estimated
JNG003,2023,7,14.0,0.35,good,estimated
JNG003,2023,8,14.0,0.35,good,estimated
JNG003,2023,9,12.6,0.35,good,estimated
JNG003,2023,10,12.6,0.35,good,estimated
JNG003,2023,11,12.6,0.35,good,estimated
JNG003,2023,12,14.0,0.35,good,estimated
JNG003,2024,1,14.35,0.35,good,estimated
JNG003,2024,2,14.35,0.35,good,estimated
JNG003,2024,3,14.35,0.35,good,estimated
JNG003,2024,4,15.95,0.35,good,estimated
JNG003,2024,5,15.95,0.35,good,estimated
JNG003,2024,6,15.95,0.35,good,estimated
JNG003,2024,7,14.35,0.35,good,estimated
JNG003,2024,8,14.35,0.35,good,estimated
JNG003,2024,9,12.95,0.35,good,estimated
JNG003,2024,10,12.95,0.35,good,estimated
JNG003,2024,11,12.95,0.35,good,estimated
JNG003,2024,12,14.35,0.35,good,estimated
JNG004,2019,1,12.0,0.0,good,estimated
JNG004,2019,2,12.0,0.0,good,estimated
JNG004,2019,3,12.0,0.0,good,estimated
JNG004,2019,4,13.6,0.0,good,estimated
JNG004,2019,5,13.6,0.0,good,estimated
JNG004,2019,6,13.6,0.0,good,estimated
JNG004,2019,7,12.0,0.0,good,estimated
JNG004,2019,8,12.0,0.0,good,estimated
JNG004,2019,9,10.6,0.0,good,estimated
JNG004,2019,10,10.6,0.0,good,estimated
JNG004,2019,11,10.6,0.0,good,estimated
JNG004,2019,12,12.0,0.0,good,estimated
JNG004,2020,1,12.35,0.35,good,estimated
JNG004,2020,2,12.35,0.35,good,estimated
JNG004,2020,3,12.35,0.35,good,estimated
JNG004,2020,4,13.95,0.35,good,estimated
JNG004,2020,5,13.95,0.35,good,estimated
JNG004,2020,6,13.95,0.35,good,estimated
JNG004,2020,7,12.35,0.35,good,estimated
JNG004,2020,8,12.35,0.35,good,estimated
JNG004,2020,9,10.95,0.35,good,estimated
JNG004,2020,10,10.95,0.35,good,estimated
JNG004,2020,11,10.95,0.35,good,estimated
JNG004,2020,12,12.35,0.35,good,estimated
JNG004,2021,1,12.7,0.35,good,estimated
JNG004,2021,2,12.7,0.35,good,estimated
JNG004,2021,3,12.7,0.35,good,estimated
JNG004,2021,4,14.3,0.35,good,estimated
JNG004,2021,5,14.3,0.35,good,estimated
JNG004,2021,6,14.3,0.35,good,estimated
JNG004,2021,7,12.7,0.35,good,estimated
JNG004,2021,8,12.7,0.35,good,estimated
JNG004,2021,9,11.3,0.35,good,estimated
JNG004,2021,10,11.3,0.35,good,estimated
JNG004,2021,11,11.3,0.35,good,estimated
JNG004,2021,12,12.7,0.35,good,estimated
JNG004,2022,1,13.05,0.35,good,estimated
JNG004,2022,2,13.05,0.35,good,estimated
JNG004,2022,3,13.05,0.35,good,estimated
JNG004,2022,4,14.65,0.35,good,estimated
JNG004,2022,5,14.65,0.35,good,estimated
JNG004,2022,6,14.65,0.35,good,estimated
JNG004,2022,7,13.05,0.35,good,estimated
JNG004,2022,8,13.05,0.35,good,estimated
JNG004,2022,9,11.65,0.35,good,estimated
JNG004,2022,10,11.65,0.35,good,estimated
JNG004,2022,11,11.65,0.35,good,estimated
JNG004,2022,12,13.05,0.35,good,estimated
JNG004,2023,1,13.4,0.35,good,estimated
JNG004,2023,2,13.4,0.35,good,estimated
JNG004,2023,3,13.4,0.35,good,estimated
JNG004,2023,4,15.0,0.35,good,estimated
JNG004,2023,5,15.0,0.35,good,estimated
JNG004,2023,6,15.0,0.35,good,estimated
JNG004,2023,7,13.4,0.35,good,estimated
JNG004,2023,8,13.4,0.35,good,estimated
JNG004,2023,9,12.0,0.35,good,estimated
JNG004,2023,10,12.0,0.35,good,estimated
JNG004,2023,11,12.0,0.35,good,estimated
JNG004,2023,12,13.4,0.35,good,estimated
JNG004,2024,1,13.75,0.35,good,estimated
JNG004,2024,2,13.75,0.35,good,estimated
JNG004,2024,3,13.75,0.35,good,estimated
JNG004,2024,4,15.35,0.35,good,estimated
JNG004,2024,5,15.35,0.35,good,estimated
JNG004,2024,6,15.35,0.35,good,estimated
JNG004,2024,7,13.75,0.35,good,estimated
JNG004,2024,8,13.75,0.35,good,estimated
JNG004,2024,9,12.35,0.35,good,estimated
JNG004,2024,10,12.35,0.35,good,estimated
JNG004,2024,11,12.35,0.35,good,estimated
JNG004,2024,12,13.75,0.35,good,estimated
JNG005,2019,1,14.8,0.0,good,estimated
JNG005,2019,2,14.8,0.0,good,estimated
JNG005,2019,3,14.8,0.0,good,estimated
JNG005,2019,4,16.4,0.0,good,estimated
JNG005,2019,5,16.4,0.0,good,estimated
JNG005,2019,6,16.4,0.0,good,estimated
JNG005,2019,7,14.8,0.0,good,estimated
JNG005,2019,8,14.8,0.0,good,estimated
JNG005,2019,9,13.4,0.0,good,estimated
JNG005,2019,10,13.4,0.0,good,estimated
JNG005,2019,11,13.4,0.0,good,estimated
JNG005,2019,12,14.8,0.0,good,estimated
JNG005,2020,1,15.15,0.35,good,estimated
JNG005,2020,2,15.15,0.35,good,estimated
JNG005,2020,3,15.15,0.35,good,estimated
JNG005,2020,4,16.75,0.35,good,estimated
JNG005,2020,5,16.75,0.35,good,estimated
JNG005,2020,6,16.75,0.35,good,estimated
JNG005,2020,7,15.15,0.35,good,estimated
JNG005,2020,8,15.15,0.35,good,estimated
JNG005,2020,9,13.75,0.35,good,estimated
JNG005,2020,10,13.75,0.35,good,estimated
JNG005,2020,11,13.75,0.35,good,estimated
JNG005,2020,12,15.15,0.35,good,estimated
JNG005,2021,1,15.5,0.35,good,estimated
JNG005,2021,2,15.5,0.35,good,estimated
JNG005,2021,3,15.5,0.35,good,estimated
JNG005,2021,4,17.1,0.35,good,estimated
JNG005,2021,5,17.1,0.35,good,estimated
JNG005,2021,6,17.1,0.35,good,estimated
JNG005,2021,7,15.5,0.35,good,estimated
JNG005,2021,8,15.5,0.35,good,estimated
JNG005,2021,9,14.1,0.35,good,estimated
JNG005,2021,10,14.1,0.35,good,estimated
JNG005,2021,11,14.1,0.35,good,estimated
JNG005,2021,12,15.5,0.35,good,estimated
JNG005,2022,1,15.85,0.35,good,estimated
JNG005,2022,2,15.85,0.35,good,estimated
JNG005,2022,3,15.85,0.35,good,estimated
JNG005,2022,4,17.45,0.35,good,estimated
JNG005,2022,5,17.45,0.35,good,estimated
JNG005,2022,6,17.45,0.35,good,estimated
JNG005,2022,7,15.85,0.35,good,estimated
JNG005,2022,8,15.85,0.35,good,estimated
JNG005,2022,9,14.45,0.35,good,estimated
JNG005,2022,10,14.45,0.35,good,estimated
JNG005,2022,11,14.45,0.35,good,estimated
JNG005,2022,12,15.85,0.35,good,estimated
JNG005,2023,1,16.2,0.35,good,estimated
JNG005,2023,2,16.2,0.35,good,estimated
JNG005,2023,3,16.2,0.35,good,estimated
JNG005,2023,4,17.8,0.35,good,estimated
JNG005,2023,5,17.8,0.35,good,estimated
JNG005,2023,6,17.8,0.35,good,estimated
JNG005,2023,7,16.2,0.35,good,estimated
JNG005,2023,8,16.2,0.35,good,estimated
JNG005,2023,9,14.8,0.35,good,estimated
JNG005,2023,10,14.8,0.35,good,estimated
JNG005,2023,11,14.8,0.35,good,estimated
JNG005,2023,12,16.2,0.35,good,estimated
JNG005,2024,1,16.55,0.35,good,estimated
JNG005,2024,2,16.55,0.35,good,estimated
JNG005,2024,3,16.55,0.35,good,estimated
JNG005,2024,4,18.15,0.35,moderate,estimated
JNG005,2024,5,18.15,0.35,moderate,estimated
JNG005,2024,6,18.15,0.35,moderate,estimated
JNG005,2024,7,16.55,0.35,good,estimated
JNG005,2024,8,16.55,0.35,good,estimated
JNG005,2024,9,15.15,0.35,good,estimated
JNG005,2024,10,15.15,0.35,good,estimated
JNG005,2024,11,15.15,0.35,good,estimated
JNG005,2024,12,16.55,0.35,good,estimated
JNG006,2019,1,13.6,0.0,good,estimated
JNG006,2019,2,13.6,0.0,good,estimated
JNG006,2019,3,13.6,0.0,good,estimated
JNG006,2019,4,15.2,0.0,good,estimated
JNG006,2019,5,15.2,0.0,good,estimated
JNG006,2019,6,15.2,0.0,good,estimated
JNG006,2019,7,13.6,0.0,good,estimated
JNG006,2019,8,13.6,0.0,good,estimated
JNG006,2019,9,12.2,0.0,good,estimated
JNG006,2019,10,12.2,0.0,good,estimated
JNG006,2019,11,12.2,0.0,good,estimated
JNG006,2019,12,13.6,0.0,good,estimated
JNG006,2020,1,13.95,0.35,good,estimated
JNG006,2020,2,13.95,0.35,good,estimated
JNG006,2020,3,13.95,0.35,good,estimated
JNG006,2020,4,15.55,0.35,good,estimated
JNG006,2020,5,15.55,0.35,good,estimated
JNG006,2020,6,15.55,0.35,good,estimated
JNG006,2020,7,13.95,0.35,good,estimated
JNG006,2020,8,13.95,0.35,good,estimated
JNG006,2020,9,12.55,0.35,good,estimated
JNG006,2020,10,12.55,0.35,good,estimated
JNG006,2020,11,12.55,0.35,good,estimated
JNG006,2020,12,13.95,0.35,good,estimated
JNG006,2021,1,14.3,0.35,good,estimated
JNG006,2021,2,14.3,0.35,good,estimated
JNG006,2021,3,14.3,0.35,good,estimated
JNG006,2021,4,15.9,0.35,good,estimated
JNG006,2021,5,15.9,0.35,good,estimated
JNG006,2021,6,15.9,0.35,good,estimated
JNG006,2021,7,14.3,0.35,good,estimated
JNG006,2021,8,14.3,0.35,good,estimated
JNG006,2021,9,12.9,0.35,good,estimated
JNG006,2021,10,12.9,0.35,good,estimated
JNG006,2021,11,12.9,0.35,good,estimated
JNG006,2021,12,14.3,0.35,good,estimated
JNG006,2022,1,14.65,0.35,good,estimated
JNG006,2022,2,14.65,0.35,good,estimated
JNG006,2022,3,14.65,0.35,good,estimated
JNG006,2022,4,16.25,0.35,good,estimated
JNG006,2022,5,16.25,0.35,good,estimated
JNG006,2022,6,16.25,0.35,good,estimated
JNG006,2022,7,14.65,0.35,good,estimated
JNG006,2022,8,14.65,0.35,good,estimated
JNG006,2022,9,13.25,0.35,good,estimated
JNG006,2022,10,13.25,0.35,good,estimated
JNG006,2022,11,13.25,0.35,good,estimated
JNG006,2022,12,14.65,0.35,good,estimated
JNG006,2023,1,15.0,0.35,good,estimated
JNG006,2023,2,15.0,0.35,good,estimated
JNG006,2023,3,15.0,0.35,good,estimated
JNG006,2023,4,16.6,0.35,good,estimated
JNG006,2023,5,16.6,0.35,good,estimated
JNG006,2023,6,16.6,0.35,good,estimated
JNG006,2023,7,15.0,0.35,good,estimated
JNG006,2023,8,15.0,0.35,good,estimated
JNG006,2023,9,13.6,0.35,good,estimated
JNG006,2023,10,13.6,0.35,good,estimated
JNG006,2023,11,13.6,0.35,good,estimated
JNG006,2023,12,15.0,0.35,good,estimated
JNG006,2024,1,15.35,0.35,good,estimated
JNG006,2024,2,15.35,0.35,good,estimated
JNG006,2024,3,15.35,0.35,good,estimated
JNG006,2024,4,16.95,0.35,good,estimated
JNG006,2024,5,16.95,0.35,good,estimated
JNG006,2024,6,16.95,0.35,good,estimated
JNG006,2024,7,15.35,0.35,good,estimated
JNG006,2024,8,15.35,0.35,good,estimated
JNG006,2024,9,13.95,0.35,good,estimated
JNG006,2024,10,13.95,0.35,good,estimated
JNG006,2024,11,13.95,0.35,good,estimated
JNG006,2024,12,15.35,0.35,good,estimated
JNG007,2019,1,14.1,0.0,good,estimated
JNG007,2019,2,14.1,0.0,good,estimated
JNG007,2019,3,14.1,0.0,good,estimated
JNG007,2019,4,15.7,0.0,good,estimated
JNG007,2019,5,15.7,0.0,good,estimated
JNG007,2019,6,15.7,0.0,good,estimated
JNG007,2019,7,14.1,0.0,good,estimated
JNG007,2019,8,14.1,0.0,good,estimated
JNG007,2019,9,12.7,0.0,good,estimated
JNG007,2019,10,12.7,0.0,good,estimated
JNG007,2019,11,12.7,0.0,good,estimated
JNG007,2019,12,14.1,0.0,good,estimated
JNG007,2020,1,14.45,0.35,good,estimated
JNG007,2020,2,14.45,0.35,good,estimated
JNG007,2020,3,14.45,0.35,good,estimated
JNG007,2020,4,16.05,0.35,good,estimated
JNG007,2020,5,16.05,0.35,good,estimated
JNG007,2020,6,16.05,0.35,good,estimated
JNG007,2020,7,14.45,0.35,good,estimated
JNG007,2020,8,14.45,0.35,good,estimated
JNG007,2020,9,13.05,0.35,good,estimated
JNG007,2020,10,13.05,0.35,good,estimated
JNG007,2020,11,13.05,0.35,good,estimated
JNG007,2020,12,14.45,0.35,good,estimated
JNG007,2021,1,14.8,0.35,good,estimated
JNG007,2021,2,14.8,0.35,good,estimated
JNG007,2021,3,14.8,0.35,good,estimated
JNG007,2021,4,16.4,0.35,good,estimated
JNG007,2021,5,16.4,0.35,good,estimated
JNG007,2021,6,16.4,0.35,good,estimated
JNG007,2021,7,14.8,0.35,good,estimated
JNG007,2021,8,14.8,0.35,good,estimated
JNG007,2021,9,13.4,0.35,good,estimated
JNG007,2021,10,13.4,0.35,good,estimated
JNG007,2021,11,13.4,0.35,good,estimated
JNG007,2021,12,14.8,0.35,good,estimated
JNG007,2022,1,15.15,0.35,good,estimated
JNG007,2022,2,15.15,0.35,good,estimated
JNG007,2022,3,15.15,0.35,good,estimated
JNG007,2022,4,16.75,0.35,good,estimated
JNG007,2022,5,16.75,0.35,good,estimated
JNG007,2022,6,16.75,0.35,good,estimated
JNG007,2022,7,15.15,0.35,good,estimated
JNG007,2022,8,15.15,0.35,good,estimated
JNG007,2022,9,13.75,0.35,good,estimated
JNG007,2022,10,13.75,0.35,good,estimated
JNG007,2022,11,13.75,0.35,good,estimated
JNG007,2022,12,15.15,0.35,good,estimated
JNG007,2023,1,15.5,0.35,good,estimated
JNG007,2023,2,15.5,0.35,good,estimated
JNG007,2023,3,15.5,0.35,good,estimated
JNG007,2023,4,17.1,0.35,good,estimated
JNG007,2023,5,17.1,0.35,good,estimated
JNG007,2023,6,17.1,0.35,good,estimated
JNG007,2023,7,15.5,0.35,good,estimated
JNG007,2023,8,15.5,0.35,good,estimated
JNG007,2023,9,14.1,0.35,good,estimated
JNG007,2023,10,14.1,0.35,good,estimated
JNG007,2023,11,14.1,0.35,good,estimated
JNG007,2023,12,15.5,0.35,good,estimated
JNG007,2024,1,15.85,0.35,good,estimated
JNG007,2024,2,15.85,0.35,good,estimated
JNG007,2024,3,15.85,0.35,good,estimated
JNG007,2024,4,17.45,0.35,good,estimated
JNG007,2024,5,17.45,0.35,good,estimated
JNG007,2024,6,17.45,0.35,good,estimated
JNG007,2024,7,15.85,0.35,good,estimated
JNG007,2024,8,15.85,0.35,good,estimated
JNG007,2024,9,14.45,0.35,good,estimated
JNG007,2024,10,14.45,0.35,good,estimated
JNG007,2024,11,14.45,0.35,good,estimated
JNG007,2024,12,15.85,0.35,good,estimated
JNG008,2019,1,14.7,0.0,good,estimated
JNG008,2019,2,14.7,0.0,good,estimated
JNG008,2019,3,14.7,0.0,good,estimated
JNG008,2019,4,16.3,0.0,good,estimated
JNG008,2019,5,16.3,0.0,good,estimated
JNG008,2019,6,16.3,0.0,good,estimated
JNG008,2019,7,14.7,0.0,good,estimated
JNG008,2019,8,14.7,0.0,good,estimated
JNG008,2019,9,13.3,0.0,good,estimated
JNG008,2019,10,13.3,0.0,good,estimated
JNG008,2019,11,13.3,0.0,good,estimated
JNG008,2019,12,14.7,0.0,good,estimated
JNG008,2020,1,15.05,0.35,good,estimated
JNG008,2020,2,15.05,0.35,good,estimated
JNG008,2020,3,15.05,0.35,good,estimated
JNG008,2020,4,16.65,0.35,good,estimated
JNG008,2020,5,16.65,0.35,good,estimated
JNG008,2020,6,16.65,0.35,good,estimated
JNG008,2020,7,15.05,0.35,good,estimated
JNG008,2020,8,15.05,0.35,good,estimated
JNG008,2020,9,13.65,0.35,good,estimated
JNG008,2020,10,13.65,0.35,good,estimated
JNG008,2020,11,13.65,0.35,good,estimated
JNG008,2020,12,15.05,0.35,good,estimated
JNG008,2021,1,15.4,0.35,good,estimated
JNG008,2021,2,15.4,0.35,good,estimated
JNG008,2021,3,15.4,0.35,good,estimated
JNG008,2021,4,17.0,0.35,good,estimated
JNG008,2021,5,17.0,0.35,good,estimated
JNG008,2021,6,17.0,0.35,good,estimated
JNG008,2021,7,15.4,0.35,good,estimated
JNG008,2021,8,15.4,0.35,good,estimated
JNG008,2021,9,14.0,0.35,good,estimated
JNG008,2021,10,14.0,0.35,good,estimated
JNG008,2021,11,14.0,0.35,good,estimated
JNG008,2021,12,15.4,0.35,good,estimated
JNG008,2022,1,15.75,0.35,good,estimated
JNG008,2022,2,15.75,0.35,good,estimated
JNG008,2022,3,15.75,0.35,good,estimated
JNG008,2022,4,17.35,0.35,good,estimated
JNG008,2022,5,17.35,0.35,good,estimated
JNG008,2022,6,17.35,0.35,good,estimated
JNG008,2022,7,15.75,0.35,good,estimated
JNG008,2022,8,15.75,0.35,good,estimated
JNG008,2022,9,14.35,0.35,good,estimated
JNG008,2022,10,14.35,0.35,good,estimated
JNG008,2022,11,14.35,0.35,good,estimated
JNG008,2022,12,15.75,0.35,good,estimated
JNG008,2023,1,16.1,0.35,good,estimated
JNG008,2023,2,16.1,0.35,good,estimated
JNG008,2023,3,16.1,0.35,good,estimated
JNG008,2023,4,17.7,0.35,good,estimated
JNG008,2023,5,17.7,0.35,good,estimated
JNG008,2023,6,17.7,0.35,good,estimated
JNG008,2023,7,16.1,0.35,good,estimated
JNG008,2023,8,16.1,0.35,good,estimated
JNG008,2023,9,14.7,0.35,good,estimated
JNG008,2023,10,14.7,0.35,good,estimated
JNG008,2023,11,14.7,0.35,good,estimated
JNG008,2023,12,16.1,0.35,good,estimated
JNG008,2024,1,16.45,0.35,good,estimated
JNG008,2024,2,16.45,0.35,good,estimated
JNG008,2024,3,16.45,0.35,good,estimated
JNG008,2024,4,18.05,0.35,moderate,estimated
JNG008,2024,5,18.05,0.35,moderate,estimated
JNG008,2024,6,18.05,0.35,moderate,estimated
JNG008,2024,7,16.45,0.35,good,estimated
JNG008,2024,8,16.45,0.35,good,estimated
JNG008,2024,9,15.05,0.35,good,estimated
JNG008,2024,10,15.05,0.35,good,estimated
JNG008,2024,11,15.05,0.35,good,estimated
JNG008,2024,12,16.45,0.35,good,estimated
AMR001,2019,1,23.6,0.0,moderate,estimated
AMR001,2019,2,23.6,0.0,moderate,estimated
AMR001,2019,3,23.6,0.0,moderate,estimated
AMR001,2019,4,25.2,0.0,saline,estimated
AMR001,2019,5,25.2,0.0,saline,estimated
AMR001,2019,6,25.2,0.0,saline,estimated
AMR001,2019,7,23.6,0.0,moderate,estimated
AMR001,2019,8,23.6,0.0,moderate,estimated
AMR001,2019,9,22.2,0.0,moderate,estimated
AMR001,2019,10,22.2,0.0,moderate,estimated
AMR001,2019,11,22.2,0.0,moderate,estimated
AMR001,2019,12,23.6,0.0,moderate,estimated
AMR001,2020,1,23.95,0.35,moderate,estimated
AMR001,2020,2,23.95,0.35,moderate,estimated
AMR001,2020,3,23.95,0.35,moderate,estimated
AMR001,2020,4,25.55,0.35,saline,estimated
AMR001,2020,5,25.55,0.35,saline,estimated
AMR001,2020,6,25.55,0.35,saline,estimated
AMR001,2020,7,23.95,0.35,moderate,estimated
AMR001,2020,8,23.95,0.35,moderate,estimated
AMR001,2020,9,22.55,0.35,moderate,estimated
AMR001,2020,10,22.55,0.35,moderate,estimated
AMR001,2020,11,22.55,0.35,moderate,estimated
AMR001,2020,12,23.95,0.35,moderate,estimated
AMR001,2021,1,24.3,0.35,moderate,estimated
AMR001,2021,2,24.3,0.35,moderate,estimated
AMR001,2021,3,24.3,0.35,moderate,estimated
AMR001,2021,4,25.9,0.35,saline,estimated
AMR001,2021,5,25.9,0.35,saline,estimated
AMR001,2021,6,25.9,0.35,saline,estimated
AMR001,2021,7,24.3,0.35,moderate,estimated
AMR001,2021,8,24.3,0.35,moderate,estimated
AMR001,2021,9,22.9,0.35,moderate,estimated
AMR001,2021,10,22.9,0.35,moderate,estimated
AMR001,2021,11,22.9,0.35,moderate,estimated
AMR001,2021,12,24.3,0.35,moderate,estimated
AMR001,2022,1,24.65,0.35,moderate,estimated
AMR001,2022,2,24.65,0.35,moderate,estimated
AMR001,2022,3,24.65,0.35,moderate,estimated
AMR001,2022,4,26.25,0.35,saline,estimated
AMR001,2022,5,26.25,0.35,saline,estimated
AMR001,2022,6,26.25,0.35,saline,estimated
AMR001,2022,7,24.65,0.35,moderate,estimated
AMR001,2022,8,24.65,0.35,moderate,estimated
AMR001,2022,9,23.25,0.35,moderate,estimated
AMR001,2022,10,23.25,0.35,moderate,estimated
AMR001,2022,11,23.25,0.35,moderate,estimated
AMR001,2022,12,24.65,0.35,moderate,estimated
AMR001,2023,1,25.0,0.35,saline,estimated
AMR001,2023,2,25.0,0.35,saline,estimated
AMR001,2023,3,25.0,0.35,saline,estimated
AMR001,2023,4,26.6,0.35,saline,estimated
AMR001,2023,5,26.6,0.35,saline,estimated
AMR001,2023,6,26.6,0.35,saline,estimated
