village_id,year,month,rainfall_mm,historical_avg_mm,deficit_pct,season,data_source
JNG001,2022,2,7.2,7.7,-6.5,rabi,estimated
JNG001,2022,3,7.2,7.7,-6.5,rabi,estimated
JNG001,2022,4,14.5,15.4,-5.8,summer,estimated
JNG001,2022,5,21.7,23.1,-6.1,summer,estimated
JNG001,2022,6,130.3,138.6,-6.0,kharif,estimated
JNG001,2022,7,253.3,269.5,-6.0,kharif,estimated
JNG001,2022,8,188.2,200.2,-6.0,kharif,estimated
JNG001,2022,9,79.6,84.7,-6.0,kharif,estimated
JNG001,2022,10,21.7,23.1,-6.1,rabi,estimated
JNG001,2022,11,7.2,7.7,-6.5,rabi,estimated
JNG001,2022,12,0.0,0.0,0.0,rabi,estimated
JNG001,2023,1,6.3,7.7,-18.2,rabi,estimated
JNG001,2023,2,6.3,7.7,-18.2,rabi,estimated
JNG001,2023,3,6.3,7.7,-18.2,rabi,estimated
JNG001,2023,4,12.6,15.4,-18.2,summer,estimated
JNG001,2023,5,18.9,23.1,-18.2,summer,estimated
JNG001,2023,6,113.7,138.6,-18.0,kharif,estimated
JNG001,2023,7,221.0,269.5,-18.0,kharif,estimated
JNG001,2023,8,164.2,200.2,-18.0,kharif,estimated
JNG001,2023,9,69.5,84.7,-17.9,kharif,estimated
JNG001,2023,10,18.9,23.1,-18.2,rabi,estimated
JNG001,2023,11,6.3,7.7,-18.2,rabi,estimated
JNG001,2023,12,0.0,0.0,0.0,rabi,estimated
JNG001,2024,1,7.5,7.7,-2.6,rabi,estimated
JNG001,2024,2,7.5,7.7,-2.6,rabi,estimated
JNG001,2024,3,7.5,7.7,-2.6,rabi,estimated
JNG001,2024,4,15.1,15.4,-1.9,summer,estimated
JNG001,2024,5,22.6,23.1,-2.2,summer,estimated
JNG001,2024,6,135.8,138.6,-2.0,kharif,estimated
JNG001,2024,7,264.1,269.5,-2.0,kharif,estimated
JNG001,2024,8,196.2,200.2,-2.0,kharif,estimated
JNG001,2024,9,83.0,84.7,-2.0,kharif,estimated
JNG001,2024,10,22.6,23.1,-2.2,rabi,estimated
JNG001,2024,11,7.5,7.7,-2.6,rabi,estimated
JNG001,2024,12,0.0,0.0,0.0,rabi,estimated
JNG002,2019,1,8.3,7.4,12.2,rabi,estimated
JNG002,2019,2,8.3,7.4,12.2,rabi,estimated
JNG002,2019,3,8.3,7.4,12.2,rabi,estimated
JNG002,2019,4,16.5,14.7,12.2,summer,estimated
JNG002,2019,5,24.8,22.1,12.2,summer,estimated
JNG002,2019,6,148.2,132.3,12.0,kharif,estimated
JNG002,2019,7,288.1,257.2,12.0,kharif,estimated
JNG002,2019,8,214.0,191.1,12.0,kharif,estimated
JNG002,2019,9,90.5,80.8,12.0,kharif,estimated
JNG002,2019,10,24.8,22.1,12.2,rabi,estimated
JNG002,2019,11,8.3,7.4,12.2,rabi,estimated
JNG002,2019,12,0.0,0.0,0.0,rabi,estimated
JNG002,2020,1,7.8,7.4,5.4,rabi,estimated
JNG002,2020,2,7.8,7.4,5.4,rabi,estimated
JNG002,2020,3,7.8,7.4,5.4,rabi,estimated
JNG002,2020,4,15.4,14.7,4.8,summer,estimated
JNG002,2020,5,23.2,22.1,5.0,summer,estimated
JNG002,2020,6,138.9,132.3,5.0,kharif,estimated
JNG002,2020,7,270.1,257.2,5.0,kharif,estimated
JNG002,2020,8,200.7,191.1,5.0,kharif,estimated
JNG002,2020,9,84.8,80.8,5.0,kharif,estimated
JNG002,2020,10,23.2,22.1,5.0,rabi,estimated
JNG002,2020,11,7.8,7.4,5.4,rabi,estimated
JNG002,2020,12,0.0,0.0,0.0,rabi,estimated
JNG002,2021,1,6.5,7.4,-12.2,rabi,estimated
JNG002,2021,2,6.5,7.4,-12.2,rabi,estimated
JNG002,2021,3,6.5,7.4,-12.2,rabi,estimated
JNG002,2021,4,12.9,14.7,-12.2,summer,estimated
JNG002,2021,5,19.4,22.1,-12.2,summer,estimated
JNG002,2021,6,116.4,132.3,-12.0,kharif,estimated
JNG002,2021,7,226.3,257.2,-12.0,kharif,estimated
JNG002,2021,8,168.2,191.1,-12.0,kharif,estimated
JNG002,2021,9,71.1,80.8,-12.0,kharif,estimated
JNG002,2021,10,19.4,22.1,-12.2,rabi,estimated
JNG002,2021,11,6.5,7.4,-12.2,rabi,estimated
JNG002,2021,12,0.0,0.0,0.0,rabi,estimated
JNG002,2022,1,7.0,7.4,-5.4,rabi,estimated
JNG002,2022,2,7.0,7.4,-5.4,rabi,estimated
JNG002,2022,3,7.0,7.4,-5.4,rabi,estimated
JNG002,2022,4,13.8,14.7,-6.1,summer,estimated
JNG002,2022,5,20.8,22.1,-5.9,summer,estimated
JNG002,2022,6,124.4,132.3,-6.0,kharif,estimated
JNG002,2022,7,241.8,257.2,-6.0,kharif,estimated
JNG002,2022,8,179.6,191.1,-6.0,kharif,estimated
JNG002,2022,9,76.0,80.8,-5.9,kharif,estimated
JNG002,2022,10,20.8,22.1,-5.9,rabi,estimated
JNG002,2022,11,7.0,7.4,-5.4,rabi,estimated
JNG002,2022,12,0.0,0.0,0.0,rabi,estimated
JNG002,2023,1,6.1,7.4,-17.6,rabi,estimated
JNG002,2023,2,6.1,7.4,-17.6,rabi,estimated
JNG002,2023,3,6.1,7.4,-17.6,rabi,estimated
JNG002,2023,4,12.1,14.7,-17.7,summer,estimated
JNG002,2023,5,18.1,22.1,-18.1,summer,estimated
JNG002,2023,6,108.5,132.3,-18.0,kharif,estimated
JNG002,2023,7,210.9,257.2,-18.0,kharif,estimated
JNG002,2023,8,156.7,191.1,-18.0,kharif,estimated
JNG002,2023,9,66.3,80.8,-17.9,kharif,estimated
JNG002,2023,10,18.1,22.1,-18.1,rabi,estimated
JNG002,2023,11,6.1,7.4,-17.6,rabi,estimated
JNG002,2023,12,0.0,0.0,0.0,rabi,estimated
JNG002,2024,1,7.3,7.4,-1.4,rabi,estimated
JNG002,2024,2,7.3,7.4,-1.4,rabi,estimated
JNG002,2024,3,7.3,7.4,-1.4,rabi,estimated
JNG002,2024,4,14.4,14.7,-2.0,summer,estimated
JNG002,2024,5,21.7,22.1,-1.8,summer,estimated
JNG002,2024,6,129.7,132.3,-2.0,kharif,estimated
JNG002,2024,7,252.1,257.2,-2.0,kharif,estimated
JNG002,2024,8,187.3,191.1,-2.0,kharif,estimated
JNG002,2024,9,79.2,80.8,-2.0,kharif,estimated
JNG002,2024,10,21.7,22.1,-1.8,rabi,estimated
JNG002,2024,11,7.3,7.4,-1.4,rabi,estimated
JNG002,2024,12,0.0,0.0,0.0,rabi,estimated
JNG003,2019,1,8.7,7.8,11.5,rabi,estimated
JNG003,2019,2,8.7,7.8,11.5,rabi,estimated
JNG003,2019,3,8.7,7.8,11.5,rabi,estimated
JNG003,2019,4,17.5,15.6,12.2,summer,estimated
JNG003,2019,5,26.2,23.4,12.0,summer,estimated
JNG003,2019,6,157.2,140.4,12.0,kharif,estimated
JNG003,2019,7,305.8,273.0,12.0,kharif,estimated
JNG003,2019,8,227.1,202.8,12.0,kharif,estimated
JNG003,2019,9,96.1,85.8,12.0,kharif,estimated
JNG003,2019,10,26.2,23.4,12.0,rabi,estimated
JNG003,2019,11,8.7,7.8,11.5,rabi,estimated
JNG003,2019,12,0.0,0.0,0.0,rabi,estimated
JNG003,2020,1,8.2,7.8,5.1,rabi,estimated
JNG003,2020,2,8.2,7.8,5.1,rabi,estimated
JNG003,2020,3,8.2,7.8,5.1,rabi,estimated
JNG003,2020,4,16.4,15.6,5.1,summer,estimated
JNG003,2020,5,24.6,23.4,5.1,summer,estimated
JNG003,2020,6,147.4,140.4,5.0,kharif,estimated
JNG003,2020,7,286.7,273.0,5.0,kharif,estimated
JNG003,2020,8,212.9,202.8,5.0,kharif,estimated
JNG003,2020,9,90.1,85.8,5.0,kharif,estimated
JNG003,2020,10,24.6,23.4,5.1,rabi,estimated
JNG003,2020,11,8.2,7.8,5.1,rabi,estimated
JNG003,2020,12,0.0,0.0,0.0,rabi,estimated
JNG003,2021,1,6.9,7.8,-11.5,rabi,estimated
JNG003,2021,2,6.9,7.8,-11.5,rabi,estimated
JNG003,2021,3,6.9,7.8,-11.5,rabi,estimated
JNG003,2021,4,13.7,15.6,-12.2,summer,estimated
JNG003,2021,5,20.6,23.4,-12.0,summer,estimated
JNG003,2021,6,123.6,140.4,-12.0,kharif,estimated
JNG003,2021,7,240.2,273.0,-12.0,kharif,estimated
JNG003,2021,8,178.5,202.8,-12.0,kharif,estimated
JNG003,2021,9,75.5,85.8,-12.0,kharif,estimated
JNG003,2021,10,20.6,23.4,-12.0,rabi,estimated
JNG003,2021,11,6.9,7.8,-11.5,rabi,estimated
JNG003,2021,12,0.0,0.0,0.0,rabi,estimated
JNG003,2022,1,7.3,7.8,-6.4,rabi,estimated
JNG003,2022,2,7.3,7.8,-6.4,rabi,estimated
JNG003,2022,3,7.3,7.8,-6.4,rabi,estimated
JNG003,2022,4,14.7,15.6,-5.8,summer,estimated
JNG003,2022,5,22.0,23.4,-6.0,summer,estimated
JNG003,2022,6,132.0,140.4,-6.0,kharif,estimated
JNG003,2022,7,256.6,273.0,-6.0,kharif,estimated
JNG003,2022,8,190.6,202.8,-6.0,kharif,estimated
JNG003,2022,9,80.7,85.8,-5.9,kharif,estimated
JNG003,2022,10,22.0,23.4,-6.0,rabi,estimated
JNG003,2022,11,7.3,7.8,-6.4,rabi,estimated
JNG003,2022,12,0.0,0.0,0.0,rabi,estimated
JNG003,2023,1,6.4,7.8,-17.9,rabi,estimated
JNG003,2023,2,6.4,7.8,-17.9,rabi,estimated
JNG003,2023,3,6.4,7.8,-17.9,rabi,estimated
JNG003,2023,4,12.8,15.6,-17.9,summer,estimated
JNG003,2023,5,19.2,23.4,-17.9,summer,estimated
JNG003,2023,6,115.1,140.4,-18.0,kharif,estimated
JNG003,2023,7,223.9,273.0,-18.0,kharif,estimated
JNG003,2023,8,166.3,202.8,-18.0,kharif,estimated
JNG003,2023,9,70.4,85.8,-17.9,kharif,estimated
JNG003,2023,10,19.2,23.4,-17.9,rabi,estimated
JNG003,2023,11,6.4,7.8,-17.9,rabi,estimated
JNG003,2023,12,0.0,0.0,0.0,rabi,estimated
JNG003,2024,1,7.6,7.8,-2.6,rabi,estimated
JNG003,2024,2,7.6,7.8,-2.6,rabi,estimated
JNG003,2024,3,7.6,7.8,-2.6,rabi,estimated
JNG003,2024,4,15.3,15.6,-1.9,summer,estimated
JNG003,2024,5,22.9,23.4,-2.1,summer,estimated
JNG003,2024,6,137.6,140.4,-2.0,kharif,estimated
JNG003,2024,7,267.5,273.0,-2.0,kharif,estimated
JNG003,2024,8,198.7,202.8,-2.0,kharif,estimated
JNG003,2024,9,84.1,85.8,-2.0,kharif,estimated
JNG003,2024,10,22.9,23.4,-2.1,rabi,estimated
JNG003,2024,11,7.6,7.8,-2.6,rabi,estimated
JNG003,2024,12,0.0,0.0,0.0,rabi,estimated
JNG004,2019,1,9.0,8.0,12.5,rabi,estimated
JNG004,2019,2,9.0,8.0,12.5,rabi,estimated
JNG004,2019,3,9.0,8.0,12.5,rabi,estimated
JNG004,2019,4,17.9,16.0,11.9,summer,estimated
JNG004,2019,5,26.8,23.9,12.1,summer,estimated
JNG004,2019,6,160.8,143.6,12.0,kharif,estimated
JNG004,2019,7,312.8,279.3,12.0,kharif,estimated
JNG004,2019,8,232.4,207.5,12.0,kharif,estimated
JNG004,2019,9,98.3,87.8,12.0,kharif,estimated
JNG004,2019,10,26.8,23.9,12.1,rabi,estimated
JNG004,2019,11,9.0,8.0,12.5,rabi,estimated
JNG004,2019,12,0.0,0.0,0.0,rabi,estimated
JNG004,2020,1,8.4,8.0,5.0,rabi,estimated
JNG004,2020,2,8.4,8.0,5.0,rabi,estimated
JNG004,2020,3,8.4,8.0,5.0,rabi,estimated
JNG004,2020,4,16.8,16.0,5.0,summer,estimated
JNG004,2020,5,25.1,23.9,5.0,summer,estimated
JNG004,2020,6,150.8,143.6,5.0,kharif,estimated
JNG004,2020,7,293.3,279.3,5.0,kharif,estimated
JNG004,2020,8,217.9,207.5,5.0,kharif,estimated
JNG004,2020,9,92.2,87.8,5.0,kharif,estimated
JNG004,2020,10,25.1,23.9,5.0,rabi,estimated
JNG004,2020,11,8.4,8.0,5.0,rabi,estimated
JNG004,2020,12,0.0,0.0,0.0,rabi,estimated
JNG004,2021,1,7.0,8.0,-12.5,rabi,estimated
JNG004,2021,2,7.0,8.0,-12.5,rabi,estimated
JNG004,2021,3,7.0,8.0,-12.5,rabi,estimated
JNG004,2021,4,14.1,16.0,-11.9,summer,estimated
JNG004,2021,5,21.0,23.9,-12.1,summer,estimated
JNG004,2021,6,126.4,143.6,-12.0,kharif,estimated
JNG004,2021,7,245.8,279.3,-12.0,kharif,estimated
JNG004,2021,8,182.6,207.5,-12.0,kharif,estimated
JNG004,2021,9,77.3,87.8,-12.0,kharif,estimated
JNG004,2021,10,21.0,23.9,-12.1,rabi,estimated
JNG004,2021,11,7.0,8.0,-12.5,rabi,estimated
JNG004,2021,12,0.0,0.0,0.0,rabi,estimated
JNG004,2022,1,7.5,8.0,-6.2,rabi,estimated
JNG004,2022,2,7.5,8.0,-6.2,rabi,estimated
JNG004,2022,3,7.5,8.0,-6.2,rabi,estimated
JNG004,2022,4,15.0,16.0,-6.2,summer,estimated
JNG004,2022,5,22.5,23.9,-5.9,summer,estimated
JNG004,2022,6,135.0,143.6,-6.0,kharif,estimated
JNG004,2022,7,262.5,279.3,-6.0,kharif,estimated
JNG004,2022,8,195.0,207.5,-6.0,kharif,estimated
JNG004,2022,9,82.5,87.8,-6.0,kharif,estimated
JNG004,2022,10,22.5,23.9,-5.9,rabi,estimated
JNG004,2022,11,7.5,8.0,-6.2,rabi,estimated
JNG004,2022,12,0.0,0.0,0.0,rabi,estimated
JNG004,2023,1,6.6,8.0,-17.5,rabi,estimated
JNG004,2023,2,6.6,8.0,-17.5,rabi,estimated
JNG004,2023,3,6.6,8.0,-17.5,rabi,estimated
JNG004,2023,4,13.1,16.0,-18.1,summer,estimated
JNG004,2023,5,19.6,23.9,-18.0,summer,estimated
JNG004,2023,6,117.8,143.6,-18.0,kharif,estimated
JNG004,2023,7,229.0,279.3,-18.0,kharif,estimated
JNG004,2023,8,170.1,207.5,-18.0,kharif,estimated
JNG004,2023,9,72.0,87.8,-18.0,kharif,estimated
JNG004,2023,10,19.6,23.9,-18.0,rabi,estimated
JNG004,2023,11,6.6,8.0,-17.5,rabi,estimated
JNG004,2023,12,0.0,0.0,0.0,rabi,estimated
JNG004,2024,1,7.8,8.0,-2.5,rabi,estimated
JNG004,2024,2,7.8,8.0,-2.5,rabi,estimated
JNG004,2024,3,7.8,8.0,-2.5,rabi,estimated
JNG004,2024,4,15.7,16.0,-1.9,summer,estimated
JNG004,2024,5,23.4,23.9,-2.1,summer,estimated
JNG004,2024,6,140.7,143.6,-2.0,kharif,estimated
JNG004,2024,7,273.7,279.3,-2.0,kharif,estimated
JNG004,2024,8,203.3,207.5,-2.0,kharif,estimated
JNG004,2024,9,86.0,87.8,-2.1,kharif,estimated
JNG004,2024,10,23.4,23.9,-2.1,rabi,estimated
JNG004,2024,11,7.8,8.0,-2.5,rabi,estimated
JNG004,2024,12,0.0,0.0,0.0,rabi,estimated
JNG005,2019,1,8.4,7.5,12.0,rabi,estimated
JNG005,2019,2,8.4,7.5,12.0,rabi,estimated
JNG005,2019,3,8.4,7.5,12.0,rabi,estimated
JNG005,2019,4,16.8,15.0,12.0,summer,estimated
JNG005,2019,5,25.1,22.4,12.1,summer,estimated
JNG005,2019,6,150.8,134.6,12.0,kharif,estimated
JNG005,2019,7,293.2,261.8,12.0,kharif,estimated
JNG005,2019,8,217.8,194.5,12.0,kharif,estimated
JNG005,2019,9,92.2,82.3,12.0,kharif,estimated
JNG005,2019,10,25.1,22.4,12.1,rabi,estimated
JNG005,2019,11,8.4,7.5,12.0,rabi,estimated
JNG005,2019,12,0.0,0.0,0.0,rabi,estimated
JNG005,2020,1,7.9,7.5,5.3,rabi,estimated
JNG005,2020,2,7.9,7.5,5.3,rabi,estimated
JNG005,2020,3,7.9,7.5,5.3,rabi,estimated
JNG005,2020,4,15.8,15.0,5.3,summer,estimated
JNG005,2020,5,23.5,22.4,4.9,summer,estimated
JNG005,2020,6,141.3,134.6,5.0,kharif,estimated
JNG005,2020,7,274.9,261.8,5.0,kharif,estimated
JNG005,2020,8,204.2,194.5,5.0,kharif,estimated
JNG005,2020,9,86.4,82.3,5.0,kharif,estimated
JNG005,2020,10,23.5,22.4,4.9,rabi,estimated
JNG005,2020,11,7.9,7.5,5.3,rabi,estimated
JNG005,2020,12,0.0,0.0,0.0,rabi,estimated
JNG005,2021,1,6.6,7.5,-12.0,rabi,estimated
JNG005,2021,2,6.6,7.5,-12.0,rabi,estimated
JNG005,2021,3,6.6,7.5,-12.0,rabi,estimated
JNG005,2021,4,13.2,15.0,-12.0,summer,estimated
JNG005,2021,5,19.7,22.4,-12.1,summer,estimated
JNG005,2021,6,118.4,134.6,-12.0,kharif,estimated
JNG005,2021,7,230.4,261.8,-12.0,kharif,estimated
JNG005,2021,8,171.2,194.5,-12.0,kharif,estimated
JNG005,2021,9,72.4,82.3,-12.0,kharif,estimated
JNG005,2021,10,19.7,22.4,-12.1,rabi,estimated
JNG005,2021,11,6.6,7.5,-12.0,rabi,estimated
JNG005,2021,12,0.0,0.0,0.0,rabi,estimated
JNG005,2022,1,7.0,7.5,-6.7,rabi,estimated
JNG005,2022,2,7.0,7.5,-6.7,rabi,estimated
JNG005,2022,3,7.0,7.5,-6.7,rabi,estimated
JNG005,2022,4,14.1,15.0,-6.0,summer,estimated
JNG005,2022,5,21.1,22.4,-5.8,summer,estimated
JNG005,2022,6,126.5,134.6,-6.0,kharif,estimated
JNG005,2022,7,246.1,261.8,-6.0,kharif,estimated
JNG005,2022,8,182.8,194.5,-6.0,kharif,estimated
JNG005,2022,9,77.4,82.3,-6.0,kharif,estimated
JNG005,2022,10,21.1,22.4,-5.8,rabi,estimated
JNG005,2022,11,7.0,7.5,-6.7,rabi,estimated
JNG005,2022,12,0.0,0.0,0.0,rabi,estimated
JNG005,2023,1,6.1,7.5,-18.7,rabi,estimated
JNG005,2023,2,6.1,7.5,-18.7,rabi,estimated
JNG005,2023,3,6.1,7.5,-18.7,rabi,estimated
JNG005,2023,4,12.3,15.0,-18.0,summer,estimated
JNG005,2023,5,18.4,22.4,-17.9,summer,estimated
JNG005,2023,6,110.4,134.6,-18.0,kharif,estimated
JNG005,2023,7,214.7,261.8,-18.0,kharif,estimated
JNG005,2023,8,159.5,194.5,-18.0,kharif,estimated
JNG005,2023,9,67.5,82.3,-18.0,kharif,estimated
JNG005,2023,10,18.4,22.4,-17.9,rabi,estimated
JNG005,2023,11,6.1,7.5,-18.7,rabi,estimated
JNG005,2023,12,0.0,0.0,0.0,rabi,estimated
JNG005,2024,1,7.3,7.5,-2.7,rabi,estimated
JNG005,2024,2,7.3,7.5,-2.7,rabi,estimated
JNG005,2024,3,7.3,7.5,-2.7,rabi,estimated
JNG005,2024,4,14.7,15.0,-2.0,summer,estimated
JNG005,2024,5,22.0,22.4,-1.8,summer,estimated
JNG005,2024,6,131.9,134.6,-2.0,kharif,estimated
JNG005,2024,7,256.6,261.8,-2.0,kharif,estimated
JNG005,2024,8,190.6,194.5,-2.0,kharif,estimated
JNG005,2024,9,80.7,82.3,-1.9,kharif,estimated
JNG005,2024,10,22.0,22.4,-1.8,rabi,estimated
JNG005,2024,11,7.3,7.5,-2.7,rabi,estimated
JNG005,2024,12,0.0,0.0,0.0,rabi,estimated
JNG006,2019,1,8.5,7.6,11.8,rabi,estimated
JNG006,2019,2,8.5,7.6,11.8,rabi,estimated
JNG006,2019,3,8.5,7.6,11.8,rabi,estimated
JNG006,2019,4,17.0,15.2,11.8,summer,estimated
JNG006,2019,5,25.6,22.9,11.8,summer,estimated
JNG006,2019,6,153.7,137.2,12.0,kharif,estimated
JNG006,2019,7,298.7,266.7,12.0,kharif,estimated
JNG006,2019,8,221.9,198.1,12.0,kharif,estimated
JNG006,2019,9,93.9,83.8,12.1,kharif,estimated
JNG006,2019,10,25.6,22.9,11.8,rabi,estimated
JNG006,2019,11,8.5,7.6,11.8,rabi,estimated
JNG006,2019,12,0.0,0.0,0.0,rabi,estimated
JNG006,2020,1,8.0,7.6,5.3,rabi,estimated
JNG006,2020,2,8.0,7.6,5.3,rabi,estimated
JNG006,2020,3,8.0,7.6,5.3,rabi,estimated
JNG006,2020,4,16.0,15.2,5.3,summer,estimated
JNG006,2020,5,24.0,22.9,4.8,summer,estimated
JNG006,2020,6,144.1,137.2,5.0,kharif,estimated
JNG006,2020,7,280.0,266.7,5.0,kharif,estimated
JNG006,2020,8,208.0,198.1,5.0,kharif,estimated
JNG006,2020,9,88.0,83.8,5.0,kharif,estimated
JNG006,2020,10,24.0,22.9,4.8,rabi,estimated
JNG006,2020,11,8.0,7.6,5.3,rabi,estimated
JNG006,2020,12,0.0,0.0,0.0,rabi,estimated
JNG006,2021,1,6.7,7.6,-11.8,rabi,estimated
JNG006,2021,2,6.7,7.6,-11.8,rabi,estimated
JNG006,2021,3,6.7,7.6,-11.8,rabi,estimated
JNG006,2021,4,13.4,15.2,-11.8,summer,estimated
JNG006,2021,5,20.2,22.9,-11.8,summer,estimated
JNG006,2021,6,120.7,137.2,-12.0,kharif,estimated
JNG006,2021,7,234.7,266.7,-12.0,kharif,estimated
JNG006,2021,8,174.3,198.1,-12.0,kharif,estimated
JNG006,2021,9,73.7,83.8,-12.1,kharif,estimated
JNG006,2021,10,20.2,22.9,-11.8,rabi,estimated
JNG006,2021,11,6.7,7.6,-11.8,rabi,estimated
JNG006,2021,12,0.0,0.0,0.0,rabi,estimated
JNG006,2022,1,7.1,7.6,-6.6,rabi,estimated
JNG006,2022,2,7.1,7.6,-6.6,rabi,estimated
JNG006,2022,3,7.1,7.6,-6.6,rabi,estimated
JNG006,2022,4,14.3,15.2,-5.9,summer,estimated
JNG006,2022,5,21.5,22.9,-6.1,summer,estimated
JNG006,2022,6,129.0,137.2,-6.0,kharif,estimated
JNG006,2022,7,250.7,266.7,-6.0,kharif,estimated
JNG006,2022,8,186.2,198.1,-6.0,kharif,estimated
JNG006,2022,9,78.8,83.8,-6.0,kharif,estimated
JNG006,2022,10,21.5,22.9,-6.1,rabi,estimated
JNG006,2022,11,7.1,7.6,-6.6,rabi,estimated
JNG006,2022,12,0.0,0.0,0.0,rabi,estimated
JNG006,2023,1,6.2,7.6,-18.4,rabi,estimated
JNG006,2023,2,6.2,7.6,-18.4,rabi,estimated
JNG006,2023,3,6.2,7.6,-18.4,rabi,estimated
JNG006,2023,4,12.5,15.2,-17.8,summer,estimated
JNG006,2023,5,18.8,22.9,-17.9,summer,estimated
JNG006,2023,6,112.5,137.2,-18.0,kharif,estimated
JNG006,2023,7,218.7,266.7,-18.0,kharif,estimated
JNG006,2023,8,162.4,198.1,-18.0,kharif,estimated
JNG006,2023,9,68.7,83.8,-18.0,kharif,estimated
JNG006,2023,10,18.8,22.9,-17.9,rabi,estimated
JNG006,2023,11,6.2,7.6,-18.4,rabi,estimated
JNG006,2023,12,0.0,0.0,0.0,rabi,estimated
JNG006,2024,1,7.4,7.6,-2.6,rabi,estimated
JNG006,2024,2,7.4,7.6,-2.6,rabi,estimated
JNG006,2024,3,7.4,7.6,-2.6,rabi,estimated
JNG006,2024,4,14.9,15.2,-2.0,summer,estimated
JNG006,2024,5,22.4,22.9,-2.2,summer,estimated
JNG006,2024,6,134.5,137.2,-2.0,kharif,estimated
JNG006,2024,7,261.4,266.7,-2.0,kharif,estimated
JNG006,2024,8,194.1,198.1,-2.0,kharif,estimated
JNG006,2024,9,82.1,83.8,-2.0,kharif,estimated
JNG006,2024,10,22.4,22.9,-2.2,rabi,estimated
JNG006,2024,11,7.4,7.6,-2.6,rabi,estimated
JNG006,2024,12,0.0,0.0,0.0,rabi,estimated
JNG007,2019,1,8.4,7.5,12.0,rabi,estimated
JNG007,2019,2,8.4,7.5,12.0,rabi,estimated
JNG007,2019,3,8.4,7.5,12.0,rabi,estimated
JNG007,2019,4,16.9,15.1,11.9,summer,estimated
JNG007,2019,5,25.3,22.6,11.9,summer,estimated
JNG007,2019,6,152.2,135.9,12.0,kharif,estimated
JNG007,2019,7,295.9,264.2,12.0,kharif,estimated
JNG007,2019,8,219.9,196.3,12.0,kharif,estimated
JNG007,2019,9,93.0,83.0,12.0,kharif,estimated
JNG007,2019,10,25.3,22.6,11.9,rabi,estimated
JNG007,2019,11,8.4,7.5,12.0,rabi,estimated
JNG007,2019,12,0.0,0.0,0.0,rabi,estimated
JNG007,2020,1,7.9,7.5,5.3,rabi,estimated
JNG007,2020,2,7.9,7.5,5.3,rabi,estimated
JNG007,2020,3,7.9,7.5,5.3,rabi,estimated
JNG007,2020,4,15.9,15.1,5.3,summer,estimated
JNG007,2020,5,23.7,22.6,4.9,summer,estimated
JNG007,2020,6,142.7,135.9,5.0,kharif,estimated
JNG007,2020,7,277.4,264.2,5.0,kharif,estimated
JNG007,2020,8,206.1,196.3,5.0,kharif,estimated
JNG007,2020,9,87.2,83.0,5.1,kharif,estimated
JNG007,2020,10,23.7,22.6,4.9,rabi,estimated
JNG007,2020,11,7.9,7.5,5.3,rabi,estimated
JNG007,2020,12,0.0,0.0,0.0,rabi,estimated
JNG007,2021,1,6.6,7.5,-12.0,rabi,estimated
JNG007,2021,2,6.6,7.5,-12.0,rabi,estimated
JNG007,2021,3,6.6,7.5,-12.0,rabi,estimated
JNG007,2021,4,13.3,15.1,-11.9,summer,estimated
JNG007,2021,5,19.9,22.6,-11.9,summer,estimated
JNG007,2021,6,119.6,135.9,-12.0,kharif,estimated
JNG007,2021,7,232.5,264.2,-12.0,kharif,estimated
JNG007,2021,8,172.7,196.3,-12.0,kharif,estimated
JNG007,2021,9,73.0,83.0,-12.0,kharif,estimated
JNG007,2021,10,19.9,22.6,-11.9,rabi,estimated
JNG007,2021,11,6.6,7.5,-12.0,rabi,estimated
JNG007,2021,12,0.0,0.0,0.0,rabi,estimated
JNG007,2022,1,7.0,7.5,-6.7,rabi,estimated
JNG007,2022,2,7.0,7.5,-6.7,rabi,estimated
JNG007,2022,3,7.0,7.5,-6.7,rabi,estimated
JNG007,2022,4,14.2,15.1,-6.0,summer,estimated
JNG007,2022,5,21.2,22.6,-6.2,summer,estimated
JNG007,2022,6,127.7,135.9,-6.0,kharif,estimated
JNG007,2022,7,248.3,264.2,-6.0,kharif,estimated
JNG007,2022,8,184.5,196.3,-6.0,kharif,estimated
JNG007,2022,9,78.0,83.0,-6.0,kharif,estimated
JNG007,2022,10,21.2,22.6,-6.2,rabi,estimated
JNG007,2022,11,7.0,7.5,-6.7,rabi,estimated
JNG007,2022,12,0.0,0.0,0.0,rabi,estimated
JNG007,2023,1,6.1,7.5,-18.7,rabi,estimated
JNG007,2023,2,6.1,7.5,-18.7,rabi,estimated
JNG007,2023,3,6.1,7.5,-18.7,rabi,estimated
JNG007,2023,4,12.4,15.1,-17.9,summer,estimated
JNG007,2023,5,18.5,22.6,-18.1,summer,estimated
JNG007,2023,6,111.4,135.9,-18.0,kharif,estimated
JNG007,2023,7,216.6,264.2,-18.0,kharif,estimated
JNG007,2023,8,161.0,196.3,-18.0,kharif,estimated
JNG007,2023,9,68.1,83.0,-18.0,kharif,estimated
JNG007,2023,10,18.5,22.6,-18.1,rabi,estimated
JNG007,2023,11,6.1,7.5,-18.7,rabi,estimated
JNG007,2023,12,0.0,0.0,0.0,rabi,estimated
JNG007,2024,1,7.3,7.5,-2.7,rabi,estimated
JNG007,2024,2,7.3,7.5,-2.7,rabi,estimated
JNG007,2024,3,7.3,7.5,-2.7,rabi,estimated
